Product Name,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Quantity Sold (liters/kg),Price per Unit (sold),Quantity in Stock (liters/kg),Year,Month,Day,DayOfWeek,Quarter,Days_to_Sell,Days_to_Expire,Expire,Sales_Velocity,Quantity_Abble_Sell_Before_Expire,Quantity_Lost,Stock_Efficiency,Value_Lost,Revenue_Before_Losses
Ice Cream,726.01,63.54,46130.6754,24,362,79.425,364,2021,7,11,6,3,24,0,1,15.083333333333334,0.0,364.0,0.49861572154653516,23128.56,5750.369999999999
Ghee,376.32,63.78,24001.6896,74,143,79.725,233,2020,3,4,2,1,20,54,0,7.15,386.1,0.0,1.405984268707483,0.0,2280.134999999999
Yogurt,4.09,92.35,377.7115,26,2,115.4375,2,2020,8,22,5,3,26,0,1,0.07692307692307693,0.0,2.0,0.48899755501222497,184.7,46.17500000000001
Butter,334.08,82.07,27417.945599999995,40,234,102.58749999999999,100,2021,6,27,6,2,5,35,0,46.8,1638.0,0.0,5.603448275862069,0.0,4801.094999999999
Milk,569.56,34.11,19427.6916,29,112,42.6375,457,2020,10,15,3,4,29,0,1,3.8620689655172415,0.0,457.0,0.19664302268417727,15588.27,955.0800000000004
Milk,8.47,92.89,786.7783000000001,1,4,116.1125,4,2022,8,21,6,3,1,0,1,4.0,0.0,4.0,0.47225501770956313,371.56,92.88999999999999
Ice Cream,683.43,18.25,12472.5975,25,244,22.8125,439,2019,11,22,4,4,25,0,1,9.76,0.0,439.0,0.35702266508640246,8011.75,1113.25
Curd,336.37,15.78,5307.9186,7,37,19.724999999999998,299,2020,5,18,0,2,7,0,1,5.285714285714286,0.0,299.0,0.10999791895828998,4718.22,145.96499999999995
Yogurt,946.01,24.29,22978.5829,28,291,30.362499999999997,655,2019,10,17,3,4,28,0,1,10.392857142857142,0.0,655.0,0.30760774199004237,15909.949999999999,1767.0974999999994
Cheese,313.73,27.03,8480.1219,47,251,33.7875,62,2022,4,10,6,2,8,39,0,31.375,1223.625,0.0,4.700299620692952,0.0,1696.1325000000002
Paneer,131.11,98.36,12895.9796,9,10,122.95,121,2021,3,20,5,1,9,0,1,1.1111111111111112,0.0,121.0,0.07627183281214246,11901.56,245.90000000000003
Lassi,483.23,95.9,46341.757000000005,16,385,119.875,98,2020,4,18,5,2,16,0,1,24.0625,0.0,98.0,0.7967220578192579,9398.2,9230.374999999998
Ghee,531.05,74.75,39695.9875,139,373,93.4375,158,2020,6,4,3,2,32,107,0,11.65625,1247.21875,0.0,3.0509721306844932,0.0,6970.4375
Paneer,76.35,96.27,7350.214499999999,7,63,120.33749999999999,13,2021,12,17,4,4,6,1,0,10.5,10.5,2.5,0.9626719056974461,240.67499999999998,1516.2524999999996
Ghee,223.88,80.03,17917.1164,128,62,100.0375,161,2020,3,24,1,1,16,112,0,3.875,434.0,0.0,2.2154725745935324,0.0,1240.4649999999997
Yogurt,688.06,65.08,44778.9448,24,191,81.35,497,2021,7,8,3,3,24,0,1,7.958333333333333,0.0,497.0,0.2775920704589716,32344.76,3107.5699999999993
Buttermilk,79.15,36.34,2876.3110000000006,7,29,45.425000000000004,50,2019,12,13,4,4,7,0,1,4.142857142857143,0.0,50.0,0.3663929248262792,1817.0000000000002,263.46500000000003
Ghee,467.21,85.04,39731.5384,130,348,106.30000000000001,119,2019,2,10,6,1,23,107,0,15.130434782608695,1618.9565217391305,0.0,4.210005183406029,0.0,7398.480000000001
Paneer,586.95,54.49,31982.905500000004,12,442,68.1125,144,2022,1,22,5,1,12,0,1,36.833333333333336,0.0,144.0,0.7530454042081949,7846.56,6021.144999999998
Yogurt,119.85,47.23,5660.5155,30,36,59.037499999999994,83,2021,2,27,5,1,25,5,0,1.44,7.199999999999999,75.8,0.360450563204005,3580.0339999999997,425.06999999999994
Paneer,592.76,64.76,38387.1376,7,230,80.95,362,2018,12,14,4,4,7,0,1,32.857142857142854,0.0,362.0,0.3880153856535528,23443.120000000003,3723.6999999999994
Cheese,395.71,69.12,27351.4752,88,193,86.4,202,2021,12,15,2,4,4,84,0,48.25,4053.0,0.0,10.730080109170858,0.0,3335.0400000000004
Butter,264.08,82.89,21889.5912,36,108,103.6125,156,2022,5,7,5,2,36,0,1,3.0,0.0,156.0,0.4089669797031203,12930.84,2238.0299999999997
Curd,105.8,55.69,5892.002,5,19,69.6125,86,2019,10,9,2,4,5,0,1,3.8,0.0,86.0,0.17958412098298676,4789.34,264.5275
Ghee,838.26,35.31,29598.9606,81,586,44.1375,252,2021,12,28,1,4,41,40,0,14.292682926829269,571.7073170731708,0.0,1.381083812985435,0.0,5172.915
Ice Cream,322.41,64.62,20834.134200000004,30,14,80.775,308,2020,6,16,1,2,30,0,1,0.4666666666666667,0.0,308.0,0.043422970751527554,19902.960000000003,226.17000000000002
Yogurt,70.01,71.49,5005.0149,30,16,89.3625,54,2022,8,12,4,3,30,0,1,0.5333333333333333,0.0,54.0,0.2285387801742608,3860.4599999999996,285.96000000000004
Ice Cream,891.91,47.08,41991.1228,30,114,58.849999999999994,777,2020,11,26,3,4,16,14,0,7.125,99.75,677.25,0.2396542252020944,31884.93,1341.7799999999995
Buttermilk,792.68,77.24,61226.60319999999,10,61,96.55,731,2021,12,1,2,4,4,6,0,15.25,91.5,639.5,0.1923853257304335,49394.979999999996,1177.91
Yogurt,401.3,33.85,13584.005,25,238,42.3125,163,2019,5,23,3,2,25,0,1,9.52,0.0,163.0,0.5930725143284326,5517.55,2014.0749999999996
Lassi,216.12,62.3,13464.276,18,192,77.875,24,2019,12,9,0,4,13,5,0,14.76923076923077,73.84615384615385,0.0,1.2300858497415965,0.0,2990.4000000000005
Ghee,174.66,27.92,4876.5072,98,46,34.900000000000006,128,2022,1,21,4,1,4,94,0,11.5,1081.0,0.0,6.452536356349479,0.0,321.08000000000015
Cheese,783.44,72.67,56932.5848,74,647,90.8375,136,2021,9,2,3,3,47,27,0,13.76595744680851,371.6808510638298,0.0,1.3002665820788186,0.0,11754.372500000003
Milk,368.44,38.56,14207.0464,25,18,48.2,350,2019,1,9,2,1,25,0,1,0.72,0.0,350.0,0.04885463033329714,13496.0,173.52
Buttermilk,199.89,56.35,11263.8015,12,22,70.4375,177,2022,4,28,3,2,12,0,1,1.8333333333333333,0.0,177.0,0.11006053329331134,9973.95,309.92499999999995
Paneer,53.11,43.11,2289.5721,13,42,53.8875,11,2022,9,7,2,3,13,0,1,3.230769230769231,0.0,11.0,0.7908115232536246,474.21,452.65500000000014
Yogurt,905.39,13.67,12376.6813,29,478,17.0875,427,2020,9,20,6,3,29,0,1,16.482758620689655,0.0,427.0,0.5279492815250887,5837.09,1633.5649999999994
Buttermilk,784.25,49.83,39079.1775,8,558,62.287499999999994,226,2019,4,21,6,2,8,0,1,69.75,0.0,226.0,0.7115078100095633,11261.58,6951.284999999998
Milk,630.29,13.55,8540.4295,23,283,16.9375,347,2022,12,26,0,4,23,0,1,12.304347826086957,0.0,347.0,0.4489996668200352,4701.85,958.6624999999998
Ice Cream,649.99,84.87,55164.651300000005,26,118,106.0875,531,2022,11,23,2,4,26,0,1,4.538461538461538,0.0,531.0,0.18154125448083816,45065.97,2503.665
Ice Cream,233.8,74.65,17453.170000000002,21,167,93.3125,66,2021,2,17,2,1,21,0,1,7.9523809523809526,0.0,66.0,0.7142857142857143,4926.900000000001,3116.637499999999
Buttermilk,189.91,10.79,2049.1289,10,137,13.487499999999999,52,2022,4,7,3,2,10,0,1,13.7,0.0,52.0,0.7213943446895899,561.0799999999999,369.55749999999995
Buttermilk,643.78,37.37,24058.0586,12,611,46.7125,32,2019,3,13,2,1,12,0,1,50.916666666666664,0.0,32.0,0.9490819845288764,1195.84,5708.267500000001
Butter,838.39,34.23,28698.0897,39,185,42.787499999999994,653,2020,2,12,2,1,39,0,1,4.743589743589744,0.0,653.0,0.22066102887677572,22352.19,1583.1374999999996
Ghee,928.86,23.64,21958.2504,77,109,29.55,819,2020,9,15,1,3,33,44,0,3.303030303030303,145.33333333333334,673.6666666666666,0.27381234344608807,15925.48,644.19
Ice Cream,365.14,68.96,25180.0544,30,274,86.19999999999999,91,2020,1,19,6,1,30,0,1,9.133333333333333,0.0,91.0,0.7503971079585913,6275.36,4723.759999999998
Curd,352.68,28.69,10118.3892,7,104,35.862500000000004,248,2020,5,15,4,2,7,0,1,14.857142857142858,0.0,248.0,0.2948848814789611,7115.12,745.9400000000003
Ice Cream,273.15,72.1,19694.115,24,256,90.125,17,2022,4,16,5,2,24,0,1,10.666666666666666,0.0,17.0,0.9372139849899324,1225.6999999999998,4614.4000000000015
Buttermilk,814.54,72.7,59217.058,12,443,90.875,371,2019,12,2,0,4,12,0,1,36.916666666666664,0.0,371.0,0.5438652490976502,26971.7,8051.524999999999
Paneer,164.66,61.72,10162.8152,14,14,77.15,150,2022,1,8,5,1,14,0,1,1.0,0.0,150.0,0.08502368516944006,9258.0,216.0200000000001
Buttermilk,927.77,84.84,78712.0068,10,147,106.05000000000001,780,2022,5,7,5,2,10,0,1,14.7,0.0,780.0,0.1584444420492148,66175.2,3117.8700000000013
Lassi,297.29,84.99,25266.6771,16,181,106.2375,116,2020,7,13,0,3,16,0,1,11.3125,0.0,116.0,0.6088331259039994,9858.84,3845.7975000000006
Cheese,975.82,53.99,52684.5218,69,408,67.4875,567,2022,3,8,1,1,14,55,0,29.142857142857142,1602.857142857143,0.0,2.0606844939201316,0.0,5506.979999999998
Cheese,577.49,72.07,41619.7043,60,381,90.08749999999999,196,2022,6,12,6,2,40,20,0,9.525,190.5,5.5,0.9896275260177665,396.385,6864.6675
Buttermilk,835.13,13.97,11666.7661,10,137,17.462500000000002,698,2021,6,13,6,2,10,0,1,13.7,0.0,698.0,0.16404631614239698,9751.060000000001,478.4725000000002
Ice Cream,14.28,99.24,1417.1472,30,3,124.05,11,2019,12,4,2,4,30,0,1,0.1,0.0,11.0,0.21008403361344538,1091.6399999999999,74.43
Buttermilk,479.54,24.68,11835.0472,13,43,30.85,436,2022,5,21,5,2,13,0,1,3.3076923076923075,0.0,436.0,0.0896692663802811,10760.48,265.31000000000006
Ice Cream,628.24,85.18,53513.4832,25,47,106.47500000000001,581,2022,8,2,1,3,25,0,1,1.88,0.0,581.0,0.07481217369158283,49489.58,1000.8650000000001
Curd,516.86,35.38,18286.506800000003,7,77,44.225,439,2019,12,5,3,4,7,0,1,11.0,0.0,439.0,0.14897651201485895,15531.820000000002,681.0649999999999
Lassi,470.14,15.58,7324.781199999999,12,201,19.475,269,2019,4,27,5,2,12,0,1,16.75,0.0,269.0,0.4275322244437827,4191.02,782.8950000000003
Ice Cream,67.46,36.62,2470.3852,26,58,45.775,9,2020,9,25,4,3,26,0,1,2.230769230769231,0.0,9.0,0.85976875185295,329.58,530.99
Cheese,664.52,24.66,16387.0632,74,486,30.825,178,2019,1,15,1,1,16,58,0,30.375,1761.75,0.0,3.382516703786192,0.0,2996.1899999999996
Ghee,442.2,48.8,21579.36,66,301,61.0,141,2021,3,2,1,1,57,9,0,5.280701754385965,47.526315789473685,93.47368421052632,0.7881644409531291,4561.515789473684,3672.2000000000007
Milk,260.07,28.74,7474.411799999999,27,99,35.925,161,2019,11,27,2,4,13,14,0,7.615384615384615,106.61538461538461,54.38461538461539,0.7906155443356966,1563.013846153846,711.3149999999998
Yogurt,237.8,75.29,17903.962000000003,22,225,94.11250000000001,12,2019,1,4,4,1,22,0,1,10.227272727272727,0.0,12.0,0.9461732548359966,903.48,4235.062500000001
Butter,928.75,59.92,55650.7,39,601,74.9,327,2022,9,6,1,3,32,7,0,18.78125,131.46875,195.53125,0.7886608344549125,11716.2325,9002.980000000003
Buttermilk,673.11,46.12,31043.8332,12,151,57.65,522,2022,2,27,6,1,12,0,1,12.583333333333334,0.0,522.0,0.2243318328356435,24074.64,1741.0300000000002
Cheese,197.25,99.96,19717.11,29,150,124.94999999999999,47,2019,7,7,6,3,29,0,1,5.172413793103448,0.0,47.0,0.7604562737642585,4698.12,3748.499999999999
Ghee,418.72,78.95,33057.944,68,94,98.6875,324,2020,6,23,1,2,43,25,0,2.186046511627907,54.65116279069767,269.34883720930236,0.35501328522807046,21265.090697674423,1855.3249999999998
Lassi,966.89,93.59,90491.2351,13,360,116.98750000000001,606,2021,5,29,5,2,13,0,1,27.692307692307693,0.0,606.0,0.3723277725491007,56715.54,8423.100000000002
Paneer,845.76,39.15,33111.504,7,201,48.9375,644,2020,5,25,0,2,7,0,1,28.714285714285715,0.0,644.0,0.2376560726447219,25212.6,1967.2875000000004
Ghee,655.64,68.24,44740.8736,73,489,85.3,166,2021,4,23,4,2,47,26,0,10.404255319148936,270.51063829787233,0.0,1.1584263289272656,0.0,8342.340000000002
Ghee,426.48,93.08,39696.7584,115,324,116.35,102,2022,12,15,3,4,26,89,0,12.461538461538462,1109.076923076923,0.0,3.360244145275096,0.0,7539.479999999999
Ice Cream,341.06,96.92,33055.5352,30,26,121.15,315,2020,3,29,6,1,30,0,1,0.8666666666666667,0.0,315.0,0.0762329208936844,30529.8,629.9800000000001
Paneer,641.54,30.85,19791.509,14,420,38.5625,221,2021,12,9,3,4,13,1,0,32.30769230769231,32.30769230769231,188.69230769230768,0.7050342804933322,5821.157692307692,3239.2499999999995
Butter,764.41,68.75,52553.1875,27,398,85.9375,366,2019,4,11,3,2,27,0,1,14.74074074074074,0.0,366.0,0.5206629949895999,25162.5,6840.625
Ghee,753.79,78.15,58908.6885,100,62,97.6875,691,2019,2,21,3,1,59,41,0,1.0508474576271187,43.08474576271187,647.9152542372881,0.13940851664616388,50634.57711864407,1211.3249999999996
Paneer,184.4,23.97,4420.068,11,18,29.9625,166,2018,12,29,5,4,11,0,1,1.6363636363636365,0.0,166.0,0.09761388286334056,3979.02,107.865
Ice Cream,568.46,33.58,19088.8868,25,137,41.974999999999994,431,2022,7,8,4,3,25,0,1,5.48,0.0,431.0,0.24100200541814726,14472.98,1150.1149999999996
Ice Cream,330.71,49.67,16426.3657,21,278,62.087500000000006,52,2022,1,7,4,1,21,0,1,13.238095238095237,0.0,52.0,0.8406156451271507,2582.84,3452.065000000001
Cheese,845.41,47.2,39903.352,65,371,59.0,474,2019,6,1,5,2,10,55,0,37.1,2040.5,0.0,2.85246211897186,0.0,4377.799999999999
Ghee,615.81,17.43,10733.5683,143,322,21.7875,293,2019,3,13,2,1,7,136,0,46.0,6256.0,0.0,10.68186616001689,0.0,1403.1150000000005
Lassi,186.92,96.13,17968.619599999998,12,45,120.1625,141,2022,3,1,1,1,12,0,1,3.75,0.0,141.0,0.24074470361652045,13554.33,1081.4624999999999
Buttermilk,128.53,83.55,10738.6815,9,54,104.4375,74,2020,8,30,6,3,9,0,1,6.0,0.0,74.0,0.4201353769547965,6182.7,1127.9250000000002
Cheese,528.32,46.3,24461.216,73,453,57.875,75,2020,9,22,1,3,50,23,0,9.06,208.38000000000002,0.0,1.2518549364021803,0.0,5243.475000000001
Paneer,422.02,12.17,5135.9834,11,78,15.2125,344,2019,1,9,2,1,11,0,1,7.090909090909091,0.0,344.0,0.1848253637268376,4186.48,237.31500000000003
Curd,294.23,43.2,12710.736,6,35,54.0,259,2021,12,24,4,4,6,0,1,5.833333333333333,0.0,259.0,0.11895455935832511,11188.800000000001,377.9999999999999
Lassi,474.05,12.67,6006.2135,13,220,15.8375,254,2022,8,27,5,3,13,0,1,16.923076923076923,0.0,254.0,0.46408606687058324,3218.18,696.8500000000001
Yogurt,65.24,14.02,914.6648,28,36,17.525,29,2020,1,12,6,1,28,0,1,1.2857142857142858,0.0,29.0,0.5518087063151441,406.58,126.17999999999996
Ice Cream,34.25,28.84,987.77,22,15,36.05,19,2019,7,9,1,3,11,11,0,1.3636363636363635,14.999999999999998,4.000000000000002,0.875912408759124,115.36000000000006,108.14999999999996
Cheese,458.08,61.27,28066.5616,77,310,76.5875,148,2019,2,14,3,1,58,19,0,5.344827586206897,101.55172413793105,46.448275862068954,0.898427619930866,2845.885862068965,4748.425000000001
Milk,395.93,70.48,27905.1464,21,344,88.10000000000001,51,2021,3,6,5,1,11,10,0,31.272727272727273,312.72727272727275,0.0,1.6586954075904143,0.0,6061.280000000002
Butter,798.54,29.73,23740.5942,39,722,37.1625,76,2021,11,12,4,4,20,19,0,36.1,685.9,0.0,1.763092644075438,0.0,5366.265
Buttermilk,103.49,68.78,7118.0422,13,82,85.975,21,2020,8,22,5,3,13,0,1,6.3076923076923075,0.0,21.0,0.7923470866750411,1444.38,1409.9899999999993
Milk,951.0,94.14,89527.14,26,441,117.675,510,2021,6,1,1,2,22,4,0,20.045454545454547,80.18181818181819,429.8181818181818,0.5480355606538573,40463.08363636363,10378.934999999998
Milk,158.72,44.96,7136.0512,24,5,56.2,153,2019,3,21,3,1,24,0,1,0.20833333333333334,0.0,153.0,0.03150201612903226,6878.88,56.20000000000001
Ghee,792.59,59.56,47206.6604,106,726,74.45,66,2019,1,27,6,1,24,82,0,30.25,2480.5,0.0,4.045597345411878,0.0,10810.140000000001
Cheese,811.97,12.22,9922.2734,46,388,15.275,423,2020,12,18,4,4,39,7,0,9.948717948717949,69.64102564102564,353.35897435897436,0.5636181455485124,4318.046666666667,1185.34
Ice Cream,333.69,97.86,32654.9034,26,1,122.325,332,2022,10,17,0,4,26,0,1,0.038461538461538464,0.0,332.0,0.0029967934310287992,32489.52,24.465000000000003
Ghee,731.6,53.4,39067.44,86,178,66.75,553,2020,8,1,5,3,41,45,0,4.341463414634147,195.3658536585366,357.6341463414634,0.5103415167557909,19097.663414634146,2376.3
Lassi,60.47,17.6,1064.2720000000002,15,52,22.0,8,2022,10,3,0,4,15,0,1,3.466666666666667,0.0,8.0,0.8599305440714404,140.8,228.79999999999993
Ghee,825.9,68.76,56788.884000000005,94,623,85.95,202,2020,9,4,4,3,51,43,0,12.215686274509803,525.2745098039215,0.0,1.3903311657633146,0.0,10709.369999999999
Ice Cream,144.18,11.33,1633.5594,28,51,14.1625,93,2021,9,21,1,3,19,9,0,2.6842105263157894,24.157894736842103,68.84210526315789,0.5212782267779311,779.9810526315789,144.45749999999998
Milk,761.45,49.28,37524.256,1,9,61.6,752,2019,1,8,1,1,1,0,1,9.0,0.0,752.0,0.01181955479676932,37058.56,110.88
Paneer,823.99,60.98,50246.9102,13,493,76.225,330,2021,3,5,4,1,13,0,1,37.92307692307692,0.0,330.0,0.5983082318960181,20123.399999999998,7515.784999999999
Curd,86.18,65.58,5651.6844,5,53,81.975,33,2020,6,16,1,2,5,0,1,10.6,0.0,33.0,0.6149918774657692,2164.14,868.9349999999998
Buttermilk,595.09,23.97,14264.3073,14,32,29.9625,563,2020,2,29,5,1,14,0,1,2.2857142857142856,0.0,563.0,0.05377337881664958,13495.109999999999,191.76
Cheese,275.61,63.99,17636.283900000002,66,210,79.9875,65,2019,8,28,2,3,43,23,0,4.883720930232558,112.32558139534883,0.0,1.169498862143423,0.0,3359.474999999999
Butter,621.41,13.44,8351.750399999999,27,35,16.8,586,2020,9,17,3,3,14,13,0,2.5,32.5,553.5,0.10862393588773918,7439.04,117.60000000000004
Paneer,421.74,78.56,33131.894400000005,7,127,98.2,294,2021,7,26,0,3,7,0,1,18.142857142857142,0.0,294.0,0.301133399724949,23096.64,2494.28
Paneer,597.32,42.23,25224.8236,7,61,52.787499999999994,536,2022,12,10,5,4,7,0,1,8.714285714285714,0.0,536.0,0.10212281524141162,22635.28,644.0074999999998
Lassi,520.48,40.69,21178.3312,14,230,50.8625,290,2021,6,29,1,2,14,0,1,16.428571428571427,0.0,290.0,0.44189978481401776,11800.099999999999,2339.6749999999997
Cheese,405.55,49.85,20216.6675,45,375,62.3125,30,2020,3,2,0,1,17,28,0,22.058823529411764,617.6470588235294,0.0,2.4476564143102686,0.0,4673.437499999999
Ghee,730.2,61.56,44951.112,141,11,76.95,719,2022,11,25,4,4,7,134,0,1.5714285714285714,210.57142857142856,508.42857142857144,0.30343937081817113,31298.86285714286,169.29000000000002
Butter,992.89,59.93,59503.8977,37,569,74.9125,423,2019,10,5,5,4,37,0,1,15.378378378378379,0.0,423.0,0.5730745601224708,25350.39,8525.042499999998
Lassi,481.6,35.82,17250.912,15,279,44.775,202,2022,10,14,4,4,15,0,1,18.6,0.0,202.0,0.5793189368770764,7235.64,2498.4449999999997
Butter,874.87,84.31,73760.28970000001,38,299,105.3875,575,2019,8,5,0,3,38,0,1,7.868421052631579,0.0,575.0,0.34176506223781816,48478.25,6302.172500000001
Ice Cream,239.74,14.71,3526.5754,25,106,18.387500000000003,133,2022,10,8,5,4,25,0,1,4.24,0.0,133.0,0.4421456577959456,1956.43,389.8150000000002
Cheese,873.38,99.48,86883.84240000001,42,826,124.35000000000001,47,2019,10,6,6,4,11,31,0,75.0909090909091,2327.818181818182,0.0,3.611049236092173,0.0,20542.620000000003
Cheese,953.21,48.71,46430.8591,42,705,60.8875,248,2022,9,22,3,3,25,17,0,28.2,479.4,0.0,1.2425383703486113,0.0,8585.1375
Paneer,653.24,69.57,45445.9068,8,42,86.96249999999999,611,2021,8,1,6,3,8,0,1,5.25,0.0,611.0,0.06429489927132448,42507.27,730.4849999999999
Buttermilk,526.62,36.65,19300.623,13,449,45.8125,77,2022,3,10,3,1,13,0,1,34.53846153846154,0.0,77.0,0.8526071930424215,2822.0499999999997,4113.962500000001
Ice Cream,930.2,74.28,69095.25600000001,25,601,92.85,329,2019,6,28,4,2,21,4,0,28.61904761904762,114.47619047619048,214.52380952380952,0.7691638254957971,15934.828571428572,11160.569999999996
Ice Cream,204.1,93.05,18991.505,23,98,116.3125,106,2022,7,7,3,3,23,0,1,4.260869565217392,0.0,106.0,0.48015678588926997,9863.3,2279.7250000000004
Curd,556.91,33.73,18784.5743,7,10,42.162499999999994,546,2020,5,21,3,2,7,0,1,1.4285714285714286,0.0,546.0,0.017956222728986733,18416.579999999998,84.32499999999997
Ghee,393.73,25.44,10016.4912,95,363,31.8,30,2022,10,9,6,4,57,38,0,6.368421052631579,242.0,0.0,1.536585985319889,0.0,2308.68
Cheese,518.66,68.57,35564.51619999999,85,299,85.71249999999999,219,2020,11,24,1,4,12,73,0,24.916666666666668,1818.9166666666667,0.0,4.083439375827454,0.0,5125.607499999999
Lassi,749.63,89.91,67399.23329999999,14,391,112.38749999999999,358,2022,3,13,6,1,14,0,1,27.928571428571427,0.0,358.0,0.5215906513880181,32187.78,8788.702499999998
Curd,80.44,97.99,7882.315599999999,6,14,122.4875,66,2021,8,23,0,3,5,1,0,2.8,2.8,63.2,0.208851317752362,6192.968,342.96500000000003
Butter,51.22,77.94,3992.0868,37,10,97.425,41,2021,3,26,4,1,17,20,0,0.5882352941176471,11.764705882352942,29.235294117647058,0.4249259250752234,2278.5988235294117,194.85
Cheese,696.79,73.46,51186.1934,71,618,91.82499999999999,78,2019,6,27,3,2,38,33,0,16.263157894736842,536.6842105263158,0.0,1.6571480798035505,0.0,11349.569999999996
Lassi,760.9,17.59,13384.231,13,399,21.9875,361,2020,8,25,1,3,13,0,1,30.692307692307693,0.0,361.0,0.5243790248390064,6349.99,1754.6025000000004
Cheese,129.35,50.18,6490.782999999999,53,51,62.725,78,2019,9,7,5,3,12,41,0,4.25,174.25,0.0,1.7413993042133746,0.0,639.7950000000001
Lassi,87.48,58.93,5155.1964,15,71,73.6625,16,2020,5,9,5,2,15,0,1,4.733333333333333,0.0,16.0,0.8116140832190214,942.88,1046.0074999999997
Lassi,830.93,40.56,33702.5208,12,377,50.7,453,2021,2,15,0,1,12,0,1,31.416666666666668,0.0,453.0,0.4537084953004465,18373.68,3822.78
Buttermilk,172.97,55.76,9644.8072,10,135,69.7,37,2020,5,6,2,2,10,0,1,13.5,0.0,37.0,0.780482164537203,2063.12,1881.9000000000005
Ghee,866.31,22.88,19821.1728,130,314,28.599999999999998,552,2021,1,4,0,1,55,75,0,5.709090909090909,428.1818181818182,123.81818181818181,0.8567162080338657,2832.9599999999996,1796.0799999999997
Ghee,335.83,13.99,4698.2617,96,156,17.4875,179,2022,3,26,5,1,48,48,0,3.25,156.0,23.0,0.929041479319894,321.77,545.6100000000001
Milk,470.46,86.27,40586.5842,22,237,107.83749999999999,233,2022,10,1,5,4,22,0,1,10.772727272727273,0.0,233.0,0.5037622752199975,20100.91,5111.497499999999
Lassi,619.5,91.93,56950.635,14,50,114.91250000000001,569,2020,4,27,0,2,14,0,1,3.5714285714285716,0.0,569.0,0.08071025020177562,52308.170000000006,1149.125
Curd,473.16,41.2,19494.192000000003,7,419,51.5,54,2021,4,1,3,2,6,1,0,69.83333333333333,69.83333333333333,0.0,1.0331248062670837,0.0,4315.699999999999
Milk,22.45,74.82,1679.7089999999998,2,11,93.52499999999999,11,2019,5,1,2,2,2,0,1,5.5,0.0,11.0,0.48997772828507796,823.02,205.755
Butter,525.47,60.74,31917.047800000004,28,237,75.925,288,2022,2,26,5,1,6,22,0,39.5,869.0,0.0,2.104782385293166,0.0,3598.844999999999
Paneer,799.93,80.65,64514.3545,9,171,100.8125,628,2021,5,30,6,2,9,0,1,19.0,0.0,628.0,0.21376870476166665,50648.200000000004,3447.787499999999
Ghee,219.0,57.4,12570.6,66,157,71.75,62,2020,3,27,4,1,52,14,0,3.019230769230769,42.26923076923077,19.730769230769234,0.9099051633298209,1132.546153846154,2252.9500000000003
Ice Cream,112.28,44.36,4980.7408,26,5,55.45,107,2021,12,16,3,4,26,0,1,0.19230769230769232,0.0,107.0,0.04453152832205201,4746.5199999999995,55.45000000000002
Ice Cream,877.76,19.96,17520.0896,26,618,24.950000000000003,259,2020,11,17,1,4,26,0,1,23.76923076923077,0.0,259.0,0.704064892453518,5169.64,3083.820000000001
